date,adm1_name,adm0_name,cum_confirmed_cases,cum_deaths,cum_recoveries,active_cases,lat,lon,active_cases_new,population,business_closure_opt,emergency_declaration,event_cancel,no_demonstration,no_gathering_opt,pos_cases_quarantine,religious_closure,school_closure,social_distance_opt,testing_regime,travel_ban_intl_in_opt,travel_ban_intl_out_opt,welfare_services_closure,work_from_home_opt,travel_ban_intl_in_opt_country_l,travel_ban_intl_out_opt_country_,policies_enacted,t,dow,month,year,day,adm1_id,longest_series,l_active_cases,l_cum_confirmed_cases,D_l_active_cases,transmissionrate,D_l_active_cases_raw,testing_regime_change_20feb2020,testing_regime_change_29feb2020,testing_regime_change_22mar2020,testing_regime_change_27mar2020,sample_avg,day_avg,p_1,p_2,p_3,p_4
"2020-04-06","Gwangju","KOR",27,0,15,12,35.134,126.855,0,1456121,0,0,1,0,1,1,1,1,1,7,1,1,1,1,"","",10,06apr2020,1,4,2020,6,"Gwangju",0,2.484907,3.295837,0,0,0,0,0,0,0,,,.75,.6666667,0,1
"2020-02-17","Gyeonggi-do","KOR",12,0,4,8,37.491,127.186,0,13265377,0,0,1,0,0,0,0,0,0,3,1,1,0,0,"","",3,17feb2020,1,2,2020,17,"Gyeonggi-do",0,2.079442,2.484907,,,,0,0,0,0,.066091,,0,0,0,0
"2020-02-18","Gyeonggi-do","KOR",13,0,6,7,37.491,127.186,1,13265377,0,0,1,0,0,0,0,0,0,3,1,1,0,0,"","",3,18feb2020,2,2,2020,18,"Gyeonggi-do",0,1.94591,2.564949,.125,.125,-.1335315,0,0,0,0,,,0,0,0,0
"2020-02-19","Gyeonggi-do","KOR",13,0,6,7,37.491,127.186,0,13265377,0,0,1,0,0,0,0,0,0,3,1,1,0,0,"","",3,19feb2020,3,2,2020,19,"Gyeonggi-do",0,1.94591,2.564949,0,0,0,0,0,0,0,,,0,0,0,0
"2020-02-20","Gyeonggi-do","KOR",13,0,6,7,37.491,127.186,0,13265377,0,0,1,0,0,0,0,0,0,4,1,1,0,0,"","",3,20feb2020,4,2,2020,20,"Gyeonggi-do",0,1.94591,2.564949,0,0,0,1,0,0,0,,,0,0,0,0
"2020-02-21","Gyeonggi-do","KOR",15,0,6,9,37.491,127.186,2,13265377,0,0,1,0,0,0,0,0,0,4,1,1,0,0,"","",3,21feb2020,5,2,2020,21,"Gyeonggi-do",0,2.197225,2.70805,.2513145,.2857143,.2513145,0,0,0,0,,,0,0,0,0
"2020-02-22","Gyeonggi-do","KOR",21,0,7,14,37.491,127.186,6,13265377,0,0,1,0,0,0,0,0,0,4,1,1,0,0,"","",3,22feb2020,6,2,2020,22,"Gyeonggi-do",0,2.639057,3.044523,.4418328,.6666667,.4418328,0,0,0,0,,,0,0,0,0
"2020-02-23","Gyeonggi-do","KOR",32,0,7,25,37.491,127.186,11,13265377,0,0,1,0,0,0,0,0,0,4,1,1,0,0,"","",3,23feb2020,0,2,2020,23,"Gyeonggi-do",0,3.218876,3.465736,.5798185,.7857143,.5798185,0,0,0,0,,,0,0,0,0
"2020-02-24","Gyeonggi-do","KOR",42,0,9,33,37.491,127.186,10,13265377,0,0,1,0,0,0,1,0,0,4,1,1,0,0,"","",4,24feb2020,1,2,2020,24,"Gyeonggi-do",0,3.496508,3.73767,.2776318,.4,.2776318,0,0,0,0,,,0,.3333333,0,0
"2020-02-25","Gyeonggi-do","KOR",49,1,9,39,37.491,127.186,7,13265377,0,0,1,0,0,0,1,0,0,4,1,1,0,0,"","",4,25feb2020,2,2,2020,25,"Gyeonggi-do",0,3.663562,3.89182,.1670539,.2121212,.1670539,0,0,0,0,,,0,.3333333,0,0
"2020-02-26","Gyeonggi-do","KOR",58,1,9,48,37.491,127.186,9,13265377,0,0,1,0,0,0,1,0,0,4,1,1,0,0,"","",4,26feb2020,3,2,2020,26,"Gyeonggi-do",0,3.871201,4.060443,.2076395,.2307692,.2076395,0,0,0,0,,,0,.3333333,0,0
"2020-02-27","Gyeonggi-do","KOR",72,1,9,62,37.491,127.186,14,13265377,0,0,1,0,0,0,1,0,0,4,1,1,0,0,"","",4,27feb2020,4,2,2020,27,"Gyeonggi-do",0,4.127134,4.276666,.2559333,.2916667,.2559333,0,0,0,0,,,0,.3333333,0,0
"2020-02-28","Gyeonggi-do","KOR",80,1,9,70,37.491,127.186,8,13265377,0,0,1,0,0,0,1,0,0,4,1,1,1,0,"","",5,28feb2020,5,2,2020,28,"Gyeonggi-do",0,4.248495,4.382027,.1213608,.1290323,.1213608,0,0,0,0,,,0,.6666667,0,0
"2020-02-29","Gyeonggi-do","KOR",85,1,9,75,37.491,127.186,5,13265377,0,0,1,0,0,0,1,0,1,5,1,1,1,0,"","",6,29feb2020,6,2,2020,29,"Gyeonggi-do",0,4.317488,4.442651,.0689931,.0714286,.0689931,0,1,0,0,,,.25,.6666667,0,0
"2020-03-01","Gyeonggi-do","KOR",95,1,9,85,37.491,127.186,10,13265377,0,0,1,0,0,0,1,0,1,5,1,1,1,0,"","",6,01mar2020,0,3,2020,1,"Gyeonggi-do",0,4.442651,4.553877,.1251631,.1333333,.1251631,0,0,0,0,,,.25,.6666667,0,0
"2020-03-02","Gyeonggi-do","KOR",95,1,9,85,37.491,127.186,0,13265377,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"","",7,02mar2020,1,3,2020,2,"Gyeonggi-do",0,4.442651,4.553877,0,0,0,0,0,0,0,,,.25,.6666667,0,0
"2020-03-03","Gyeonggi-do","KOR",100,1,9,90,37.491,127.186,5,13265377,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"","",7,03mar2020,2,3,2020,3,"Gyeonggi-do",0,4.49981,4.60517,.0571585,.0588235,.0571585,0,0,0,0,,,.25,.6666667,0,0
"2020-03-04","Gyeonggi-do","KOR",105,1,9,95,37.491,127.186,5,13265377,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"","",7,04mar2020,3,3,2020,4,"Gyeonggi-do",0,4.553877,4.65396,.0540671,.0555556,.0540671,0,0,0,0,,,.25,.6666667,0,0
"2020-03-05","Gyeonggi-do","KOR",109,1,13,95,37.491,127.186,4,13265377,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"","",7,05mar2020,4,3,2020,5,"Gyeonggi-do",0,4.553877,4.691348,.0421053,.0421053,0,0,0,0,0,,,.25,.6666667,0,0
"2020-03-06","Gyeonggi-do","KOR",114,1,16,97,37.491,127.186,5,13265377,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"","",7,06mar2020,5,3,2020,6,"Gyeonggi-do",0,4.574711,4.736198,.0526316,.0526316,.020834,0,0,0,0,,,.25,.6666667,0,0
"2020-03-07","Gyeonggi-do","KOR",119,1,16,102,37.491,127.186,5,13265377,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"","",7,07mar2020,6,3,2020,7,"Gyeonggi-do",0,4.624973,4.779123,.050262,.0515464,.050262,0,0,0,0,,,.25,.6666667,0,0
"2020-03-08","Gyeonggi-do","KOR",124,1,19,104,37.491,127.186,5,13265377,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"","",7,08mar2020,0,3,2020,8,"Gyeonggi-do",0,4.644391,4.820282,.0490196,.0490196,.0194182,0,0,0,0,,,.25,.6666667,0,0
"2020-03-09","Gyeonggi-do","KOR",129,1,23,105,37.491,127.186,5,13265377,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"","",7,09mar2020,1,3,2020,9,"Gyeonggi-do",0,4.65396,4.859812,.0480769,.0480769,.0095692,0,0,0,0,,,.25,.6666667,0,0
"2020-03-10","Gyeonggi-do","KOR",129,1,24,104,37.491,127.186,0,13265377,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"","",7,10mar2020,2,3,2020,10,"Gyeonggi-do",0,4.644391,4.859812,0,0,-.0095692,0,0,0,0,,,.25,.6666667,0,0
"2020-03-11","Gyeonggi-do","KOR",134,2,26,106,37.491,127.186,5,13265377,0,0,1,0,0,0,1,1,1,5,1,1,1,1,"","",8,11mar2020,3,3,2020,11,"Gyeonggi-do",0,4.663439,4.89784,.0480769,.0480769,.0190482,0,0,0,0,,,.5,.6666667,0,0
"2020-03-12","Gyeonggi-do","KOR",140,2,28,110,37.491,127.186,6,13265377,0,0,1,0,0,0,1,1,1,5,1,1,1,1,"","",8,12mar2020,4,3,2020,12,"Gyeonggi-do",0,4.70048,4.941642,.0566038,.0566038,.0370412,0,0,0,0,,,.5,.6666667,0,0
"2020-03-13","Gyeonggi-do","KOR",155,3,32,120,37.491,127.186,15,13265377,0,0,1,0,0,0,1,1,1,5,1,1,1,1,"","",8,13mar2020,5,3,2020,13,"Gyeonggi-do",0,4.787492,5.043425,.0870113,.1363636,.0870113,0,0,0,0,,,.5,.6666667,0,0
"2020-03-14","Gyeonggi-do","KOR",165,3,38,124,37.491,127.186,10,13265377,0,0,1,0,0,0,1,1,1,5,1,1,1,1,"","",8,14mar2020,6,3,2020,14,"Gyeonggi-do",0,4.820282,5.105946,.0833333,.0833333,.0327897,0,0,0,0,,,.5,.6666667,0,0
"2020-03-15","Gyeonggi-do","KOR",210,3,45,162,37.491,127.186,45,13265377,0,0,1,0,0,0,1,1,1,5,1,1,1,1,"","",8,15mar2020,0,3,2020,15,"Gyeonggi-do",0,5.087596,5.347107,.2673149,.3629032,.2673149,0,0,0,0,,,.5,.6666667,0,0
"2020-03-16","Gyeonggi-do","KOR",230,3,50,177,37.491,127.186,20,13265377,0,0,1,0,1,0,1,1,1,5,1,1,1,1,"","",9,16mar2020,1,3,2020,16,"Gyeonggi-do",0,5.17615,5.438079,.0885534,.1234568,.0885534,0,0,0,0,,,.75,.6666667,0,0
"2020-03-17","Gyeonggi-do","KOR",265,3,56,206,37.491,127.186,35,13265377,0,0,1,0,1,0,1,1,1,5,1,1,1,1,"","",9,17mar2020,2,3,2020,17,"Gyeonggi-do",0,5.327876,5.57973,.1517262,.1977401,.1517262,0,0,0,0,,,.75,.6666667,0,0
"2020-03-18","Gyeonggi-do","KOR",278,3,59,216,37.491,127.186,13,13265377,1,0,1,0,1,0,1,1,1,5,1,1,1,1,"","",10,18mar2020,3,3,2020,18,"Gyeonggi-do",0,5.375278,5.627621,.0474024,.0631068,.0474024,0,0,0,0,,,1,.6666667,0,0
"2020-03-19","Gyeonggi-do","KOR",300,3,64,233,37.491,127.186,22,13265377,1,0,1,0,1,0,1,1,1,5,1,1,1,1,"","",10,19mar2020,4,3,2020,19,"Gyeonggi-do",0,5.451038,5.703783,.0757599,.1018519,.0757599,0,0,0,0,,,1,.6666667,0,0
"2020-03-20","Gyeonggi-do","KOR",314,3,66,245,37.491,127.186,14,13265377,1,0,1,0,1,0,1,1,1,5,1,1,1,1,"","",10,20mar2020,5,3,2020,20,"Gyeonggi-do",0,5.501258,5.749393,.05022,.0600858,.05022,0,0,0,0,,,1,.6666667,0,0
"2020-03-21","Gyeonggi-do","KOR",323,3,79,241,37.491,127.186,9,13265377,1,0,1,0,1,0,1,1,1,5,1,1,1,1,"","",10,21mar2020,6,3,2020,21,"Gyeonggi-do",0,5.484797,5.777652,.0367347,.0367347,-.0164614,0,0,0,0,,,1,.6666667,0,0
"2020-03-22","Gyeonggi-do","KOR",337,3,83,251,37.491,127.186,14,13265377,1,0,1,0,1,.25,1,1,1,6,1,1,1,1,"","",11,22mar2020,0,3,2020,22,"Gyeonggi-do",0,5.525453,5.820083,.0406561,.0580913,.0406561,0,0,1,0,,,1,.6666667,0,.25
"2020-03-23","Gyeonggi-do","KOR",354,3,89,262,37.491,127.186,17,13265377,1,0,1,0,1,.25,1,1,1,6,1,1,1,1,"","",11,23mar2020,1,3,2020,23,"Gyeonggi-do",0,5.568345,5.869297,.0428915,.0677291,.0428915,0,0,0,0,,,1,.6666667,0,.25
"2020-03-24","Gyeonggi-do","KOR",363,4,98,261,37.491,127.186,9,13265377,1,0,1,0,1,.25,1,1,1,6,1,1,1,1,"","",11,24mar2020,2,3,2020,24,"Gyeonggi-do",0,5.56452,5.894403,.0343511,.0343511,-.0038242,0,0,0,0,,,1,.6666667,0,.25
"2020-03-25","Gyeonggi-do","KOR",387,4,100,283,37.491,127.186,24,13265377,1,0,1,0,1,.25,1,1,1,6,1,1,1,1,"","",11,25mar2020,3,3,2020,25,"Gyeonggi-do",0,5.645447,5.958425,.0809264,.091954,.0809264,0,0,0,0,,,1,.6666667,0,.25
"2020-03-26","Gyeonggi-do","KOR",403,4,122,277,37.491,127.186,16,13265377,1,0,1,0,1,.25,1,1,1,6,1,1,1,1,"","",11,26mar2020,4,3,2020,26,"Gyeonggi-do",0,5.624018,5.998937,.0565371,.0565371,-.0214291,0,0,0,0,,,1,.6666667,0,.25
"2020-03-27","Gyeonggi-do","KOR",413,4,131,278,37.491,127.186,10,13265377,1,0,1,0,1,.5,1,1,1,7,1,1,1,1,"","",11,27mar2020,5,3,2020,27,"Gyeonggi-do",0,5.627621,6.023448,.0361011,.0361011,.0036035,0,0,0,1,,,1,.6666667,0,.5
"2020-03-28","Gyeonggi-do","KOR",434,5,137,292,37.491,127.186,21,13265377,1,0,1,0,1,.5,1,1,1,7,1,1,1,1,"","",11,28mar2020,6,3,2020,28,"Gyeonggi-do",0,5.676754,6.073044,.0491328,.0755396,.0491328,0,0,0,0,,,1,.6666667,0,.5
"2020-03-29","Gyeonggi-do","KOR",455,5,141,309,37.491,127.186,21,13265377,1,0,1,0,1,.5,1,1,1,7,1,1,1,1,"","",11,29mar2020,0,3,2020,29,"Gyeonggi-do",0,5.733341,6.120297,.0565872,.0719178,.0565872,0,0,0,0,,,1,.6666667,0,.5
"2020-03-30","Gyeonggi-do","KOR",466,5,157,304,37.491,127.186,11,13265377,1,0,1,0,1,.5,1,1,1,7,1,1,1,1,"","",11,30mar2020,1,3,2020,30,"Gyeonggi-do",0,5.717028,6.144186,.0355987,.0355987,-.0163136,0,0,0,0,,,1,.6666667,0,.5
"2020-03-31","Gyeonggi-do","KOR",478,6,164,308,37.491,127.186,12,13265377,1,0,1,0,1,.5,1,1,1,7,1,1,1,1,"","",11,31mar2020,2,3,2020,31,"Gyeonggi-do",0,5.7301,6.169611,.0394737,.0394737,.013072,0,0,0,0,,,1,.6666667,0,.5
"2020-04-01","Gyeonggi-do","KOR",501,6,171,324,37.491,127.186,23,13265377,1,0,1,0,1,.75,1,1,1,7,1,1,1,1,"","",11,01apr2020,3,4,2020,1,"Gyeonggi-do",0,5.780744,6.216606,.0506439,.0746753,.0506439,0,0,0,0,,,1,.6666667,0,.75
"2020-04-02","Gyeonggi-do","KOR",520,6,181,333,37.491,127.186,19,13265377,1,0,1,0,1,.75,1,1,1,7,1,1,1,1,"","",11,02apr2020,4,4,2020,2,"Gyeonggi-do",0,5.808143,6.253829,.058642,.058642,.0273991,0,0,0,0,,,1,.6666667,0,.75
"2020-04-03","Gyeonggi-do","KOR",544,6,186,352,37.491,127.186,24,13265377,1,0,1,0,1,.75,1,1,1,7,1,1,1,1,"","",11,03apr2020,5,4,2020,3,"Gyeonggi-do",0,5.863631,6.298949,.0554886,.0720721,.0554886,0,0,0,0,,,1,.6666667,0,.75
"2020-04-04","Gyeonggi-do","KOR",562,6,199,357,37.491,127.186,18,13265377,1,0,1,0,1,.75,1,1,1,7,1,1,1,1,"","",11,04apr2020,6,4,2020,4,"Gyeonggi-do",0,5.877736,6.331502,.0511364,.0511364,.0141044,0,0,0,0,,,1,.6666667,0,.75
"2020-04-05","Gyeonggi-do","KOR",575,7,208,360,37.491,127.186,13,13265377,1,0,1,0,1,1,1,1,1,7,1,1,1,1,"","",11,05apr2020,0,4,2020,5,"Gyeonggi-do",0,5.886104,6.35437,.0364146,.0364146,.0083685,0,0,0,0,,,1,.6666667,0,1
"2020-04-06","Gyeonggi-do","KOR",581,8,213,360,37.491,127.186,6,13265377,1,0,1,0,1,1,1,1,1,7,1,1,1,1,"","",11,06apr2020,1,4,2020,6,"Gyeonggi-do",0,5.886104,6.364751,.0166667,.0166667,0,0,0,0,0,,,1,.6666667,0,1
"2020-02-17","Gyeongsangbuk-do","KOR",,0,0,,36.314,128.749,0,2658956,0,0,1,0,0,0,0,0,0,3,1,1,0,0,"","",3,17feb2020,1,2,2020,17,"Gyeongsangbuk-do",0,,,,,,0,0,0,0,.066091,,0,0,0,0
"2020-02-18","Gyeongsangbuk-do","KOR",,0,0,,36.314,128.749,2,2658956,0,0,1,0,0,0,0,0,0,3,1,1,0,0,"","",3,18feb2020,2,2,2020,18,"Gyeongsangbuk-do",0,,,,,,0,0,0,0,.066091,,0,0,0,0
"2020-02-19","Gyeongsangbuk-do","KOR",,1,0,,36.314,128.749,7,2658956,0,0,1,0,0,0,1,0,0,3,1,1,0,0,"","",4,19feb2020,3,2,2020,19,"Gyeongsangbuk-do",0,,,,,,0,0,0,0,.066091,,0,.3333333,0,0
"2020-02-20","Gyeongsangbuk-do","KOR",27,1,0,26,36.314,128.749,18,2658956,0,0,1,0,0,0,1,0,0,4,1,1,0,0,"","",4,20feb2020,4,2,2020,20,"Gyeongsangbuk-do",0,3.258096,3.295837,,,,1,0,0,0,.066091,,0,.3333333,0,0
"2020-02-21","Gyeongsangbuk-do","KOR",135,3,0,132,36.314,128.749,108,2658956,0,0,1,0,0,0,1,0,0,4,1,1,0,0,"","",4,21feb2020,5,2,2020,21,"Gyeongsangbuk-do",0,4.882802,4.905275,1.624706,4.153846,1.624706,0,0,0,0,,,0,.3333333,0,0
"2020-02-22","Gyeongsangbuk-do","KOR",167,3,0,164,36.314,128.749,32,2658956,0,0,1,0,0,0,1,0,0,4,1,1,0,0,"","",4,22feb2020,6,2,2020,22,"Gyeongsangbuk-do",0,5.099866,5.117994,.2170644,.2424242,.2170644,0,0,0,0,,,0,.3333333,0,0
"2020-02-23","Gyeongsangbuk-do","KOR",198,7,0,191,36.314,128.749,31,2658956,0,0,1,0,0,0,1,0,0,4,1,1,0,0,"","",4,23feb2020,0,2,2020,23,"Gyeongsangbuk-do",0,5.252274,5.288267,.1524072,.1890244,.1524072,0,0,0,0,,,0,.3333333,0,0
"2020-02-24","Gyeongsangbuk-do","KOR",228,7,0,221,36.314,128.749,30,2658956,0,0,1,0,0,0,1,0,0,4,1,1,0,0,"","",4,24feb2020,1,2,2020,24,"Gyeongsangbuk-do",0,5.398163,5.429346,.1458893,.1570681,.1458893,0,0,0,0,,,0,.3333333,0,0
"2020-02-25","Gyeongsangbuk-do","KOR",278,8,0,270,36.314,128.749,50,2658956,0,0,1,0,0,0,1,0,0,4,1,1,0,0,"","",4,25feb2020,2,2,2020,25,"Gyeongsangbuk-do",0,5.598422,5.627621,.2002592,.2262443,.2002592,0,0,0,0,,,0,.3333333,0,0
"2020-02-26","Gyeongsangbuk-do","KOR",342,8,0,334,36.314,128.749,64,2658956,0,0,1,0,0,0,1,0,0,4,1,1,0,0,"","",4,26feb2020,3,2,2020,26,"Gyeongsangbuk-do",0,5.811141,5.834811,.212719,.237037,.212719,0,0,0,0,,,0,.3333333,0,0
"2020-02-27","Gyeongsangbuk-do","KOR",386,8,1,377,36.314,128.749,44,2658956,0,0,1,0,0,0,1,0,0,4,1,1,0,0,"","",4,27feb2020,4,2,2020,27,"Gyeongsangbuk-do",0,5.932245,5.955837,.1211042,.1317365,.1211042,0,0,0,0,,,0,.3333333,0,0
"2020-02-28","Gyeongsangbuk-do","KOR",444,8,1,435,36.314,128.749,58,2658956,0,0,1,0,0,0,1,0,0,4,1,1,1,0,"","",5,28feb2020,5,2,2020,28,"Gyeongsangbuk-do",0,6.075346,6.095825,.1431007,.1538462,.1431007,0,0,0,0,,,0,.6666667,0,0
"2020-02-29","Gyeongsangbuk-do","KOR",505,8,1,496,36.314,128.749,61,2658956,0,0,1,0,0,0,1,0,1,5,1,1,1,0,"","",6,29feb2020,6,2,2020,29,"Gyeongsangbuk-do",0,6.206576,6.224558,.1312299,.1402299,.1312299,0,1,0,0,,,.25,.6666667,0,0
"2020-03-01","Gyeongsangbuk-do","KOR",583,8,1,574,36.314,128.749,78,2658956,0,0,1,0,0,0,1,0,1,5,1,1,1,0,"","",6,01mar2020,0,3,2020,1,"Gyeongsangbuk-do",0,6.352629,6.368187,.1460533,.1572581,.1460533,0,0,0,0,,,.25,.6666667,0,0
"2020-03-02","Gyeongsangbuk-do","KOR",632,9,1,622,36.314,128.749,49,2658956,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"","",7,02mar2020,1,3,2020,2,"Gyeongsangbuk-do",0,6.43294,6.448889,.0803108,.0853659,.0803108,0,0,0,0,,,.25,.6666667,0,0
"2020-03-03","Gyeongsangbuk-do","KOR",724,9,1,714,36.314,128.749,92,2658956,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"","",7,03mar2020,2,3,2020,3,"Gyeongsangbuk-do",0,6.570883,6.584791,.1379428,.14791,.1379428,0,0,0,0,,,.25,.6666667,0,0
"2020-03-04","Gyeongsangbuk-do","KOR",806,12,4,790,36.314,128.749,82,2658956,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"","",7,04mar2020,3,3,2020,4,"Gyeongsangbuk-do",0,6.672033,6.692084,.10115,.1148459,.10115,0,0,0,0,,,.25,.6666667,0,0
"2020-03-05","Gyeongsangbuk-do","KOR",924,13,25,886,36.314,128.749,118,2658956,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"","",7,05mar2020,4,3,2020,5,"Gyeongsangbuk-do",0,6.786717,6.828712,.1146841,.1493671,.1146841,0,0,0,0,,,.25,.6666667,0,0
"2020-03-06","Gyeongsangbuk-do","KOR",989,13,38,938,36.314,128.749,65,2658956,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"","",7,06mar2020,5,3,2020,6,"Gyeongsangbuk-do",0,6.84375,6.896694,.0570331,.0733634,.0570331,0,0,0,0,,,.25,.6666667,0,0
"2020-03-07","Gyeongsangbuk-do","KOR",1017,15,51,951,36.314,128.749,28,2658956,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"","",7,07mar2020,6,3,2020,7,"Gyeongsangbuk-do",0,6.857514,6.924613,.0298507,.0298507,.0137639,0,0,0,0,,,.25,.6666667,0,0
"2020-03-08","Gyeongsangbuk-do","KOR",1039,16,54,969,36.314,128.749,22,2658956,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"","",7,08mar2020,0,3,2020,8,"Gyeongsangbuk-do",0,6.876265,6.946014,.0231335,.0231335,.0187507,0,0,0,0,,,.25,.6666667,0,0
"2020-03-09","Gyeongsangbuk-do","KOR",1051,16,54,981,36.314,128.749,12,2658956,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"","",7,09mar2020,1,3,2020,9,"Gyeongsangbuk-do",0,6.888573,6.957498,.0123839,.0123839,.0123081,0,0,0,0,,,.25,.6666667,0,0
"2020-03-10","Gyeongsangbuk-do","KOR",1067,16,56,995,36.314,128.749,16,2658956,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"","",7,10mar2020,2,3,2020,10,"Gyeongsangbuk-do",0,6.902743,6.972606,.0163099,.0163099,.0141702,0,0,0,0,,,.25,.6666667,0,0
"2020-03-11","Gyeongsangbuk-do","KOR",1081,18,60,1003,36.314,128.749,14,2658956,0,0,1,0,0,0,1,1,1,5,1,1,1,1,"","",8,11mar2020,3,3,2020,11,"Gyeongsangbuk-do",0,6.910751,6.985642,.0140704,.0140704,.008008,0,0,0,0,,,.5,.6666667,0,0
"2020-03-12","Gyeongsangbuk-do","KOR",1082,18,83,981,36.314,128.749,1,2658956,0,0,1,0,0,0,1,1,1,5,1,1,1,1,"","",8,12mar2020,4,3,2020,12,"Gyeongsangbuk-do",0,6.888573,6.986567,.000997,.000997,-.0221782,0,0,0,0,,,.5,.6666667,0,0
"2020-03-13","Gyeongsangbuk-do","KOR",1086,19,99,968,36.314,128.749,4,2658956,0,0,1,0,0,0,1,1,1,5,1,1,1,1,"","",8,13mar2020,5,3,2020,13,"Gyeongsangbuk-do",0,6.875232,6.990256,.0040775,.0040775,-.0133405,0,0,0,0,,,.5,.6666667,0,0
"2020-03-14","Gyeongsangbuk-do","KOR",1086,19,134,933,36.314,128.749,0,2658956,0,0,1,0,0,0,1,1,1,5,1,1,1,1,"","",8,14mar2020,6,3,2020,14,"Gyeongsangbuk-do",0,6.838405,6.990256,0,0,-.0368271,0,0,0,0,,,.5,.6666667,0,0
"2020-03-15","Gyeongsangbuk-do","KOR",1097,19,158,920,36.314,128.749,11,2658956,0,1,1,0,0,0,1,1,1,5,1,1,1,1,"","",9,15mar2020,0,3,2020,15,"Gyeongsangbuk-do",0,6.824374,7.000334,.0117899,.0117899,-.0140314,0,0,0,0,,,.5,.6666667,1,0
"2020-03-16","Gyeongsangbuk-do","KOR",1104,20,169,915,36.314,128.749,7,2658956,0,1,1,0,1,0,1,1,1,5,1,1,1,1,"","",10,16mar2020,1,3,2020,16,"Gyeongsangbuk-do",0,6.818924,7.006695,.0076087,.0076087,-.0054498,0,0,0,0,,,.75,.6666667,1,0
"2020-03-17","Gyeongsangbuk-do","KOR",1122,23,201,898,36.314,128.749,18,2658956,0,1,1,0,1,0,1,1,1,5,1,1,1,1,"","",10,17mar2020,2,3,2020,17,"Gyeongsangbuk-do",0,6.80017,7.022868,.0196721,.0196721,-.018754,0,0,0,0,,,.75,.6666667,1,0
"2020-03-18","Gyeongsangbuk-do","KOR",1122,24,255,843,36.314,128.749,0,2658956,0,1,1,0,1,0,1,1,1,5,1,1,1,1,"","",10,18mar2020,3,3,2020,18,"Gyeongsangbuk-do",0,6.736967,7.022868,0,0,-.0632029,0,0,0,0,,,.75,.6666667,1,0
"2020-03-19","Gyeongsangbuk-do","KOR",1140,26,259,855,36.314,128.749,18,2658956,0,1,1,0,1,0,1,1,1,5,1,1,1,1,"","",10,19mar2020,4,3,2020,19,"Gyeongsangbuk-do",0,6.751101,7.038784,.0213523,.0213523,.0141344,0,0,0,0,,,.75,.6666667,1,0
"2020-03-20","Gyeongsangbuk-do","KOR",1150,26,326,798,36.314,128.749,10,2658956,0,1,1,0,1,0,1,1,1,5,1,1,1,1,"","",10,20mar2020,5,3,2020,20,"Gyeongsangbuk-do",0,6.682108,7.047517,.0116959,.0116959,-.0689931,0,0,0,0,,,.75,.6666667,1,0
"2020-03-21","Gyeongsangbuk-do","KOR",1190,28,378,784,36.314,128.749,40,2658956,0,1,1,0,1,0,1,1,1,5,1,1,1,1,"","",10,21mar2020,6,3,2020,21,"Gyeongsangbuk-do",0,6.664409,7.081708,.0501253,.0501253,-.0176992,0,0,0,0,,,.75,.6666667,1,0
"2020-03-22","Gyeongsangbuk-do","KOR",1200,28,411,761,36.314,128.749,10,2658956,0,1,1,0,1,.25,1,1,1,6,1,1,1,1,"","",11,22mar2020,0,3,2020,22,"Gyeongsangbuk-do",0,6.634634,7.090077,.0127551,.0127551,-.0297756,0,0,1,0,,,.75,.6666667,1,.25
"2020-03-23","Gyeongsangbuk-do","KOR",1203,28,446,729,36.314,128.749,3,2658956,0,1,1,0,1,.25,1,1,1,6,1,1,1,1,"","",11,23mar2020,1,3,2020,23,"Gyeongsangbuk-do",0,6.591674,7.092574,.0039422,.0039422,-.0429597,0,0,0,0,,,.75,.6666667,1,.25
"2020-03-24","Gyeongsangbuk-do","KOR",1203,29,482,692,36.314,128.749,0,2658956,0,1,1,0,1,.25,1,1,1,6,1,1,1,1,"","",11,24mar2020,2,3,2020,24,"Gyeongsangbuk-do",0,6.539586,7.092574,0,0,-.0520878,0,0,0,0,,,.75,.6666667,1,.25
"2020-03-25","Gyeongsangbuk-do","KOR",1207,31,511,665,36.314,128.749,4,2658956,0,1,1,0,1,.25,1,1,1,6,1,1,1,1,"","",11,25mar2020,3,3,2020,25,"Gyeongsangbuk-do",0,6.499787,7.095893,.0057803,.0057803,-.0397992,0,0,0,0,,,.75,.6666667,1,.25
